MedName,LightSen,Date,StockOut,StockIn,Stock
Levofloxacine Teva 500 mg,Yes,16/11/2015,-14,5,166
Levofloxacine Teva 500 mg,Yes,17/11/2015,-12,15,169
Levofloxacine Teva 500 mg,Yes,18/11/2015,-2,5,172
Levofloxacine Teva 500 mg,Yes,19/11/2015,-11,5,166
Levofloxacine Teva 500 mg,Yes,20/11/2015,-6,5,165
Levofloxacine Teva 500 mg,Yes,21/11/2015,-9,10,166
Levofloxacine Teva 500 mg,Yes,22/11/2015,0,10,176
Levofloxacine Teva 500 mg,Yes,23/11/2015,-6,5,175
Levofloxacine Teva 500 mg,Yes,24/11/2015,-10,5,170
Levofloxacine Teva 500 mg,Yes,25/11/2015,-4,0,166
Levofloxacine Teva 500 mg,Yes,26/11/2015,-7,0,159
Levofloxacine Teva 500 mg,Yes,27/11/2015,-4,5,160
Levofloxacine Teva 500 mg,Yes,28/11/2015,-5,0,155
Levofloxacine Teva 500 mg,Yes,29/11/2015,-3,5,157
Levofloxacine Teva 500 mg,Yes,30/11/2015,0,15,172
Levofloxacine Teva 500 mg,Yes,1/12/2015,-13,5,164
Levofloxacine Teva 500 mg,Yes,2/12/2015,-15,10,159
Levofloxacine Teva 500 mg,Yes,3/12/2015,-15,0,144
Levofloxacine Teva 500 mg,Yes,4/12/2015,-5,15,154
Levofloxacine Teva 500 mg,Yes,5/12/2015,-14,15,155
Levofloxacine Teva 500 mg,Yes,6/12/2015,-7,5,153
Levofloxacine Teva 500 mg,Yes,7/12/2015,-2,5,156
Levofloxacine Teva 500 mg,Yes,8/12/2015,-13,15,158
Levofloxacine Teva 500 mg,Yes,9/12/2015,-3,10,165
Levofloxacine Teva 500 mg,Yes,10/12/2015,-2,0,163
Levofloxacine Teva 500 mg,Yes,11/12/2015,-3,10,170
Levofloxacine Teva 500 mg,Yes,12/12/2015,-14,0,156
Levofloxacine Teva 500 mg,Yes,13/12/2015,0,10,166
Levofloxacine Teva 500 mg,Yes,14/12/2015,-2,0,164
Levofloxacine Teva 500 mg,Yes,15/12/2015,-9,10,165
Levofloxacine Teva 500 mg,Yes,16/12/2015,-15,10,160
Levofloxacine Teva 500 mg,Yes,17/12/2015,-2,10,168
Levofloxacine Teva 500 mg,Yes,18/12/2015,-10,10,168
Levofloxacine Teva 500 mg,Yes,19/12/2015,0,15,183
Levofloxacine Teva 500 mg,Yes,20/12/2015,-8,5,180
Levofloxacine Teva 500 mg,Yes,21/12/2015,-12,0,168
Levofloxacine Teva 500 mg,Yes,22/12/2015,-12,10,166
Levofloxacine Teva 500 mg,Yes,23/12/2015,-15,10,161
Levofloxacine Teva 500 mg,Yes,24/12/2015,-8,10,163
Levofloxacine Teva 500 mg,Yes,25/12/2015,-13,5,155
Levofloxacine Teva 500 mg,Yes,26/12/2015,-1,10,164
Levofloxacine Teva 500 mg,Yes,27/12/2015,-14,5,155
Levofloxacine Teva 500 mg,Yes,28/12/2015,-4,5,156
Levofloxacine Teva 500 mg,Yes,29/12/2015,-2,15,169
Levofloxacine Teva 500 mg,Yes,30/12/2015,-13,10,166
Levofloxacine Teva 500 mg,Yes,31/12/2015,-3,0,163
Lincocin 500 mg,Yes,1/01/2015,0,85,85
Lincocin 500 mg,Yes,2/01/2015,-8,10,87
Lincocin 500 mg,Yes,3/01/2015,0,0,87
Lincocin 500 mg,Yes,4/01/2015,-4,10,93
Lincocin 500 mg,Yes,5/01/2015,-14,15,94
Lincocin 500 mg,Yes,6/01/2015,0,15,109
Lincocin 500 mg,Yes,7/01/2015,-9,0,100
Lincocin 500 mg,Yes,8/01/2015,-9,5,96
Lincocin 500 mg,Yes,9/01/2015,-15,15,96
Lincocin 500 mg,Yes,10/01/2015,-13,5,88
Lincocin 500 mg,Yes,11/01/2015,-3,10,95
Lincocin 500 mg,Yes,12/01/2015,-4,15,106
Lincocin 500 mg,Yes,13/01/2015,-6,15,115
Lincocin 500 mg,Yes,14/01/2015,-5,10,120
Lincocin 500 mg,Yes,15/01/2015,-12,5,113
Lincocin 500 mg,Yes,16/01/2015,-6,15,122
Lincocin 500 mg,Yes,17/01/2015,-5,5,122
Lincocin 500 mg,Yes,18/01/2015,-5,15,132
Lincocin 500 mg,Yes,19/01/2015,-8,10,134
Lincocin 500 mg,Yes,20/01/2015,-9,5,130
Lincocin 500 mg,Yes,21/01/2015,-4,5,131
Lincocin 500 mg,Yes,22/01/2015,-10,15,136
Lincocin 500 mg,Yes,23/01/2015,-6,0,130
Lincocin 500 mg,Yes,24/01/2015,-7,10,133
Lincocin 500 mg,Yes,25/01/2015,-6,5,132
Lincocin 500 mg,Yes,26/01/2015,-11,5,126
Lincocin 500 mg,Yes,27/01/2015,-10,5,121
Lincocin 500 mg,Yes,28/01/2015,-13,0,108
Lincocin 500 mg,Yes,29/01/2015,-10,0,98
Lincocin 500 mg,Yes,30/01/2015,-12,5,91
Lincocin 500 mg,Yes,31/01/2015,-2,5,94
Lincocin 500 mg,Yes,1/02/2015,-11,10,93
Lincocin 500 mg,Yes,2/02/2015,-7,5,91
Lincocin 500 mg,Yes,3/02/2015,-1,15,105
Lincocin 500 mg,Yes,4/02/2015,-4,10,111
Lincocin 500 mg,Yes,5/02/2015,-9,15,117
Lincocin 500 mg,Yes,6/02/2015,-7,0,110
Lincocin 500 mg,Yes,7/02/2015,-7,15,118
Lincocin 500 mg,Yes,8/02/2015,-11,10,117
Lincocin 500 mg,Yes,9/02/2015,-15,15,117
Lincocin 500 mg,Yes,10/02/2015,-14,0,103
Lincocin 500 mg,Yes,11/02/2015,-4,0,99
Lincocin 500 mg,Yes,12/02/2015,-6,5,98
Lincocin 500 mg,Yes,13/02/2015,-15,0,83
Lincocin 500 mg,Yes,14/02/2015,-15,10,78
Lincocin 500 mg,Yes,15/02/2015,-1,15,92
Lincocin 500 mg,Yes,16/02/2015,-7,0,85
Lincocin 500 mg,Yes,17/02/2015,-2,10,93
Lincocin 500 mg,Yes,18/02/2015,-1,0,92
Lincocin 500 mg,Yes,19/02/2015,-5,10,97
Lincocin 500 mg,Yes,20/02/2015,-11,5,91
Lincocin 500 mg,Yes,21/02/2015,-7,15,99
Lincocin 500 mg,Yes,22/02/2015,-15,15,99
Lincocin 500 mg,Yes,23/02/2015,-10,0,89
Lincocin 500 mg,Yes,24/02/2015,-4,15,100
Lincocin 500 mg,Yes,25/02/2015,-1,10,109
Lincocin 500 mg,Yes,26/02/2015,-7,15,117
Lincocin 500 mg,Yes,27/02/2015,-15,0,102
Lincocin 500 mg,Yes,28/02/2015,-5,5,102
Lincocin 500 mg,Yes,1/03/2015,-6,5,101
Lincocin 500 mg,Yes,2/03/2015,-3,5,103
Lincocin 500 mg,Yes,3/03/2015,-14,15,104
Lincocin 500 mg,Yes,4/03/2015,-7,15,112
Lincocin 500 mg,Yes,5/03/2015,-13,0,99
Lincocin 500 mg,Yes,6/03/2015,-1,5,103
Lincocin 500 mg,Yes,7/03/2015,-6,15,112
Lincocin 500 mg,Yes,8/03/2015,-11,5,106
Lincocin 500 mg,Yes,9/03/2015,-9,5,102
Lincocin 500 mg,Yes,10/03/2015,-8,5,99
Lincocin 500 mg,Yes,11/03/2015,-2,10,107
Lincocin 500 mg,Yes,12/03/2015,-10,5,102
Lincocin 500 mg,Yes,13/03/2015,-9,0,93
Lincocin 500 mg,Yes,14/03/2015,-6,5,92
Lincocin 500 mg,Yes,15/03/2015,-1,0,91
Lincocin 500 mg,Yes,16/03/2015,-10,5,86
Lincocin 500 mg,Yes,17/03/2015,-2,10,94
Lincocin 500 mg,Yes,18/03/2015,-11,0,83
Lincocin 500 mg,Yes,19/03/2015,-8,5,80
Lincocin 500 mg,Yes,20/03/2015,-1,5,84
Lincocin 500 mg,Yes,21/03/2015,-9,10,85
Lincocin 500 mg,Yes,22/03/2015,-12,10,83
Lincocin 500 mg,Yes,23/03/2015,-10,5,78
Lincocin 500 mg,Yes,24/03/2015,0,5,83
Lincocin 500 mg,Yes,25/03/2015,-7,10,86
Lincocin 500 mg,Yes,26/03/2015,-12,5,79
Lincocin 500 mg,Yes,27/03/2015,-14,5,70
Lincocin 500 mg,Yes,28/03/2015,-5,15,80
Lincocin 500 mg,Yes,29/03/2015,-3,15,92
Lincocin 500 mg,Yes,30/03/2015,-15,0,77
Lincocin 500 mg,Yes,31/03/2015,-8,15,84
Lincocin 500 mg,Yes,1/04/2015,-5,10,89
Lincocin 500 mg,Yes,2/04/2015,-13,10,86
Lincocin 500 mg,Yes,3/04/2015,-3,0,83
Lincocin 500 mg,Yes,4/04/2015,-3,10,90
Lincocin 500 mg,Yes,5/04/2015,-4,15,101
Lincocin 500 mg,Yes,6/04/2015,-12,0,89
Lincocin 500 mg,Yes,7/04/2015,-15,10,84
Lincocin 500 mg,Yes,8/04/2015,-3,10,91
Lincocin 500 mg,Yes,9/04/2015,-11,15,95
Lincocin 500 mg,Yes,10/04/2015,-11,15,99
Lincocin 500 mg,Yes,11/04/2015,-13,0,86
Lincocin 500 mg,Yes,12/04/2015,-14,5,77
Lincocin 500 mg,Yes,13/04/2015,-6,10,81
Lincocin 500 mg,Yes,14/04/2015,-15,5,71
Lincocin 500 mg,Yes,15/04/2015,-8,0,63
Lincocin 500 mg,Yes,16/04/2015,-4,10,69
Lincocin 500 mg,Yes,17/04/2015,-12,5,62
Lincocin 500 mg,Yes,18/04/2015,-4,0,58
Lincocin 500 mg,Yes,19/04/2015,-10,10,58
Lincocin 500 mg,Yes,20/04/2015,-14,15,59
Lincocin 500 mg,Yes,21/04/2015,-4,0,55
Lincocin 500 mg,Yes,22/04/2015,-12,0,43
Lincocin 500 mg,Yes,23/04/2015,-1,0,42
Lincocin 500 mg,Yes,24/04/2015,-2,0,40
Lincocin 500 mg,Yes,25/04/2015,-4,10,46
Lincocin 500 mg,Yes,26/04/2015,-11,5,40
Lincocin 500 mg,Yes,27/04/2015,-12,10,38
Lincocin 500 mg,Yes,28/04/2015,-2,5,41
Lincocin 500 mg,Yes,29/04/2015,-14,15,42
Lincocin 500 mg,Yes,30/04/2015,-8,15,49
Lincocin 500 mg,Yes,1/05/2015,-9,15,55
Lincocin 500 mg,Yes,2/05/2015,-7,15,63
Lincocin 500 mg,Yes,3/05/2015,-14,0,49
Lincocin 500 mg,Yes,4/05/2015,-12,10,47
Lincocin 500 mg,Yes,5/05/2015,-15,10,42
Lincocin 500 mg,Yes,6/05/2015,-15,15,42
Lincocin 500 mg,Yes,7/05/2015,-11,15,46
Lincocin 500 mg,Yes,8/05/2015,-7,15,54
Lincocin 500 mg,Yes,9/05/2015,0,0,54
Lincocin 500 mg,Yes,10/05/2015,-2,10,62
Lincocin 500 mg,Yes,11/05/2015,-9,0,53
Lincocin 500 mg,Yes,12/05/2015,-13,15,55
Lincocin 500 mg,Yes,13/05/2015,-8,15,62
Lincocin 500 mg,Yes,14/05/2015,-4,0,58
Lincocin 500 mg,Yes,15/05/2015,-5,5,58
Lincocin 500 mg,Yes,16/05/2015,-9,5,54
Lincocin 500 mg,Yes,17/05/2015,-4,5,55
Lincocin 500 mg,Yes,18/05/2015,0,5,60
Lincocin 500 mg,Yes,19/05/2015,-9,5,56
Lincocin 500 mg,Yes,20/05/2015,-1,15,70
Lincocin 500 mg,Yes,21/05/2015,-5,0,65
Lincocin 500 mg,Yes,22/05/2015,-9,0,56
Lincocin 500 mg,Yes,23/05/2015,-5,0,51
Lincocin 500 mg,Yes,24/05/2015,-15,15,51
Lincocin 500 mg,Yes,25/05/2015,-7,5,49
Lincocin 500 mg,Yes,26/05/2015,-4,5,50
Lincocin 500 mg,Yes,27/05/2015,-7,10,53
Lincocin 500 mg,Yes,28/05/2015,-3,15,65
Lincocin 500 mg,Yes,29/05/2015,-1,0,64
Lincocin 500 mg,Yes,30/05/2015,-14,5,55
Lincocin 500 mg,Yes,31/05/2015,-9,0,46
Lincocin 500 mg,Yes,1/06/2015,-9,10,47
Lincocin 500 mg,Yes,2/06/2015,-8,10,49
Lincocin 500 mg,Yes,3/06/2015,-6,0,43
Lincocin 500 mg,Yes,4/06/2015,-9,5,39
Lincocin 500 mg,Yes,5/06/2015,-5,15,49
Lincocin 500 mg,Yes,6/06/2015,-11,10,48
Lincocin 500 mg,Yes,7/06/2015,-10,15,53
Lincocin 500 mg,Yes,8/06/2015,-7,0,46
Lincocin 500 mg,Yes,9/06/2015,-7,15,54
Lincocin 500 mg,Yes,10/06/2015,-8,5,51
Lincocin 500 mg,Yes,11/06/2015,-7,15,59
Lincocin 500 mg,Yes,12/06/2015,-5,10,64
Lincocin 500 mg,Yes,13/06/2015,-2,15,77
Lincocin 500 mg,Yes,14/06/2015,-13,5,69
Lincocin 500 mg,Yes,15/06/2015,-5,10,74
Lincocin 500 mg,Yes,16/06/2015,-2,5,77
Lincocin 500 mg,Yes,17/06/2015,-15,5,67
Lincocin 500 mg,Yes,18/06/2015,-6,5,66
Lincocin 500 mg,Yes,19/06/2015,-1,10,75
Lincocin 500 mg,Yes,20/06/2015,0,0,75
Lincocin 500 mg,Yes,21/06/2015,-2,0,73
Lincocin 500 mg,Yes,22/06/2015,-5,10,78
Lincocin 500 mg,Yes,23/06/2015,-12,10,76
Lincocin 500 mg,Yes,24/06/2015,-10,0,66
Lincocin 500 mg,Yes,25/06/2015,-9,5,62
Lincocin 500 mg,Yes,26/06/2015,-6,0,56
Lincocin 500 mg,Yes,27/06/2015,-6,15,65
Lincocin 500 mg,Yes,28/06/2015,-6,15,74
Lincocin 500 mg,Yes,29/06/2015,-15,10,69
Lincocin 500 mg,Yes,30/06/2015,-10,5,64
Lincocin 500 mg,Yes,1/07/2015,-1,10,73
Lincocin 500 mg,Yes,2/07/2015,-2,5,76
Lincocin 500 mg,Yes,3/07/2015,-4,5,77
Lincocin 500 mg,Yes,4/07/2015,-1,10,86
Lincocin 500 mg,Yes,5/07/2015,-4,10,92
Lincocin 500 mg,Yes,6/07/2015,-4,0,88
Lincocin 500 mg,Yes,7/07/2015,-1,0,87
Lincocin 500 mg,Yes,8/07/2015,-8,15,94
Lincocin 500 mg,Yes,9/07/2015,-1,0,93
Lincocin 500 mg,Yes,10/07/2015,-11,15,97
Lincocin 500 mg,Yes,11/07/2015,-4,10,103
Lincocin 500 mg,Yes,12/07/2015,-5,15,113
Lincocin 500 mg,Yes,13/07/2015,0,5,118
Lincocin 500 mg,Yes,14/07/2015,-10,5,113
Lincocin 500 mg,Yes,15/07/2015,-2,5,116
Lincocin 500 mg,Yes,16/07/2015,-14,10,112
Lincocin 500 mg,Yes,17/07/2015,-1,5,116
Lincocin 500 mg,Yes,18/07/2015,-5,15,126
Lincocin 500 mg,Yes,19/07/2015,0,5,131
Lincocin 500 mg,Yes,20/07/2015,-15,10,126
Lincocin 500 mg,Yes,21/07/2015,-14,5,117
Lincocin 500 mg,Yes,22/07/2015,-11,10,116
Lincocin 500 mg,Yes,23/07/2015,-1,5,120
Lincocin 500 mg,Yes,24/07/2015,-9,5,116
Lincocin 500 mg,Yes,25/07/2015,-2,10,124
Lincocin 500 mg,Yes,26/07/2015,-1,0,123
Lincocin 500 mg,Yes,27/07/2015,-5,5,123
Lincocin 500 mg,Yes,28/07/2015,-2,5,126
Lincocin 500 mg,Yes,29/07/2015,-12,15,129
Lincocin 500 mg,Yes,30/07/2015,-6,0,123
Lincocin 500 mg,Yes,31/07/2015,-1,10,132
Lincocin 500 mg,Yes,1/08/2015,-10,5,127
Lincocin 500 mg,Yes,2/08/2015,-15,0,112
Lincocin 500 mg,Yes,3/08/2015,-15,15,112
Lincocin 500 mg,Yes,4/08/2015,-3,10,119
Lincocin 500 mg,Yes,5/08/2015,-8,15,126
Lincocin 500 mg,Yes,6/08/2015,-15,10,121
Lincocin 500 mg,Yes,7/08/2015,-10,5,116
Lincocin 500 mg,Yes,8/08/2015,-6,5,115
Lincocin 500 mg,Yes,9/08/2015,-5,0,110
Lincocin 500 mg,Yes,10/08/2015,-4,0,106
Lincocin 500 mg,Yes,11/08/2015,-13,0,93
Lincocin 500 mg,Yes,12/08/2015,-5,5,93
Lincocin 500 mg,Yes,13/08/2015,-6,15,102
Lincocin 500 mg,Yes,14/08/2015,-11,0,91
Lincocin 500 mg,Yes,15/08/2015,-8,0,83
Lincocin 500 mg,Yes,16/08/2015,-8,10,85
Lincocin 500 mg,Yes,17/08/2015,-8,15,92
Lincocin 500 mg,Yes,18/08/2015,-11,15,96
Lincocin 500 mg,Yes,19/08/2015,-8,10,98
Lincocin 500 mg,Yes,20/08/2015,-3,5,100
Lincocin 500 mg,Yes,21/08/2015,-5,0,95
Lincocin 500 mg,Yes,22/08/2015,-6,15,104
Lincocin 500 mg,Yes,23/08/2015,-2,10,112
Lincocin 500 mg,Yes,24/08/2015,0,5,117
Lincocin 500 mg,Yes,25/08/2015,-8,0,109
Lincocin 500 mg,Yes,26/08/2015,-5,0,104
Lincocin 500 mg,Yes,27/08/2015,-11,0,93
Lincocin 500 mg,Yes,28/08/2015,-7,10,96
Lincocin 500 mg,Yes,29/08/2015,-8,15,103
Lincocin 500 mg,Yes,30/08/2015,-9,10,104
Lincocin 500 mg,Yes,31/08/2015,-14,15,105
Lincocin 500 mg,Yes,1/09/2015,-15,10,100
Lincocin 500 mg,Yes,2/09/2015,-7,5,98
Lincocin 500 mg,Yes,3/09/2015,-12,5,91
Lincocin 500 mg,Yes,4/09/2015,-2,10,99
Lincocin 500 mg,Yes,5/09/2015,-13,5,91
Lincocin 500 mg,Yes,6/09/2015,-8,10,93
Lincocin 500 mg,Yes,7/09/2015,-7,0,86
Lincocin 500 mg,Yes,8/09/2015,-12,15,89
Lincocin 500 mg,Yes,9/09/2015,-2,15,102
Lincocin 500 mg,Yes,10/09/2015,-3,10,109
Lincocin 500 mg,Yes,11/09/2015,-11,5,103
Lincocin 500 mg,Yes,12/09/2015,-14,10,99
Lincocin 500 mg,Yes,13/09/2015,-15,15,99
Lincocin 500 mg,Yes,14/09/2015,-11,10,98
Lincocin 500 mg,Yes,15/09/2015,-3,10,105
Lincocin 500 mg,Yes,16/09/2015,-10,5,100
Lincocin 500 mg,Yes,17/09/2015,-9,5,96
Lincocin 500 mg,Yes,18/09/2015,-14,15,97
Lincocin 500 mg,Yes,19/09/2015,-5,0,92
Lincocin 500 mg,Yes,20/09/2015,-8,15,99
Lincocin 500 mg,Yes,21/09/2015,-4,15,110
Lincocin 500 mg,Yes,22/09/2015,-8,0,102
Lincocin 500 mg,Yes,23/09/2015,-11,10,101
Lincocin 500 mg,Yes,24/09/2015,-10,10,101
Lincocin 500 mg,Yes,25/09/2015,-1,10,110
Lincocin 500 mg,Yes,26/09/2015,-3,10,117
Lincocin 500 mg,Yes,27/09/2015,-6,5,116
Lincocin 500 mg,Yes,28/09/2015,-13,15,118
Lincocin 500 mg,Yes,29/09/2015,-9,15,124
Lincocin 500 mg,Yes,30/09/2015,-11,15,128
Lincocin 500 mg,Yes,1/10/2015,-14,5,119
Lincocin 500 mg,Yes,2/10/2015,-7,10,122
Lincocin 500 mg,Yes,3/10/2015,-8,15,129
Lincocin 500 mg,Yes,4/10/2015,-9,10,130
Lincocin 500 mg,Yes,5/10/2015,-3,0,127
Lincocin 500 mg,Yes,6/10/2015,-7,0,120
Lincocin 500 mg,Yes,7/10/2015,-5,10,125
Lincocin 500 mg,Yes,8/10/2015,-10,15,130
Lincocin 500 mg,Yes,9/10/2015,-4,5,131
Lincocin 500 mg,Yes,10/10/2015,-3,10,138
Lincocin 500 mg,Yes,11/10/2015,0,10,148
Lincocin 500 mg,Yes,12/10/2015,-7,15,156
Lincocin 500 mg,Yes,13/10/2015,-9,10,157
Lincocin 500 mg,Yes,14/10/2015,-13,5,149
Lincocin 500 mg,Yes,15/10/2015,-7,10,152
Lincocin 500 mg,Yes,16/10/2015,-7,10,155
Lincocin 500 mg,Yes,17/10/2015,-8,15,162
Lincocin 500 mg,Yes,18/10/2015,-1,5,166
Lincocin 500 mg,Yes,19/10/2015,-6,5,165
Lincocin 500 mg,Yes,20/10/2015,0,10,175
Lincocin 500 mg,Yes,21/10/2015,-5,10,180
Lincocin 500 mg,Yes,22/10/2015,-6,0,174
Lincocin 500 mg,Yes,23/10/2015,-6,15,183
Lincocin 500 mg,Yes,24/10/2015,-11,0,172
Lincocin 500 mg,Yes,25/10/2015,-9,10,173
Lincocin 500 mg,Yes,26/10/2015,-7,5,171
Lincocin 500 mg,Yes,27/10/2015,-11,15,175
Lincocin 500 mg,Yes,28/10/2015,-14,0,161
Lincocin 500 mg,Yes,29/10/2015,-12,10,159
Lincocin 500 mg,Yes,30/10/2015,0,0,159
Lincocin 500 mg,Yes,31/10/2015,-11,15,163
Lincocin 500 mg,Yes,1/11/2015,-10,0,153
Lincocin 500 mg,Yes,2/11/2015,-3,15,165
Lincocin 500 mg,Yes,3/11/2015,-6,15,174
Lincocin 500 mg,Yes,4/11/2015,-2,15,187
Lincocin 500 mg,Yes,5/11/2015,-3,15,199
Lincocin 500 mg,Yes,6/11/2015,-6,15,208
Lincocin 500 mg,Yes,7/11/2015,-13,5,200
Lincocin 500 mg,Yes,8/11/2015,-3,15,212
Lincocin 500 mg,Yes,9/11/2015,-11,10,211
Lincocin 500 mg,Yes,10/11/2015,-5,15,221
Lincocin 500 mg,Yes,11/11/2015,-3,15,233
Lincocin 500 mg,Yes,12/11/2015,0,10,243
Lincocin 500 mg,Yes,13/11/2015,-11,5,237
Lincocin 500 mg,Yes,14/11/2015,-5,10,242
Lincocin 500 mg,Yes,15/11/2015,0,5,247
Lincocin 500 mg,Yes,16/11/2015,-13,10,244
Lincocin 500 mg,Yes,17/11/2015,-11,0,233
Lincocin 500 mg,Yes,18/11/2015,-4,10,239
Lincocin 500 mg,Yes,19/11/2015,-13,5,231
Lincocin 500 mg,Yes,20/11/2015,-2,5,234
Lincocin 500 mg,Yes,21/11/2015,-14,10,230
Lincocin 500 mg,Yes,22/11/2015,0,5,235
Lincocin 500 mg,Yes,23/11/2015,-8,15,242
Lincocin 500 mg,Yes,24/11/2015,-15,10,237
Lincocin 500 mg,Yes,25/11/2015,0,5,242
Lincocin 500 mg,Yes,26/11/2015,-3,10,249
Lincocin 500 mg,Yes,27/11/2015,-12,5,242
Lincocin 500 mg,Yes,28/11/2015,-10,15,247
Lincocin 500 mg,Yes,29/11/2015,-4,10,253
Lincocin 500 mg,Yes,30/11/2015,0,5,258
Lincocin 500 mg,Yes,1/12/2015,-8,15,265
Lincocin 500 mg,Yes,2/12/2015,-9,0,256
Lincocin 500 mg,Yes,3/12/2015,-15,15,256
Lincocin 500 mg,Yes,4/12/2015,-6,10,260
Lincocin 500 mg,Yes,5/12/2015,-11,0,249
Lincocin 500 mg,Yes,6/12/2015,-15,5,239
Lincocin 500 mg,Yes,7/12/2015,-4,15,250
Lincocin 500 mg,Yes,8/12/2015,-4,10,256
Lincocin 500 mg,Yes,9/12/2015,-1,15,270
Lincocin 500 mg,Yes,10/12/2015,-15,15,270
Lincocin 500 mg,Yes,11/12/2015,-1,0,269
Lincocin 500 mg,Yes,12/12/2015,-10,10,269
Lincocin 500 mg,Yes,13/12/2015,-14,15,270
Lincocin 500 mg,Yes,14/12/2015,-4,10,276
Lincocin 500 mg,Yes,15/12/2015,-14,10,272
Lincocin 500 mg,Yes,16/12/2015,-2,10,280
Lincocin 500 mg,Yes,17/12/2015,-9,0,271
Lincocin 500 mg,Yes,18/12/2015,-2,15,284
Lincocin 500 mg,Yes,19/12/2015,-3,0,281
Lincocin 500 mg,Yes,20/12/2015,-15,0,266
Lincocin 500 mg,Yes,21/12/2015,-1,5,270
Lincocin 500 mg,Yes,22/12/2015,-4,15,281
Lincocin 500 mg,Yes,23/12/2015,-2,15,294
Lincocin 500 mg,Yes,24/12/2015,-13,15,296
Lincocin 500 mg,Yes,25/12/2015,-8,15,303
Lincocin 500 mg,Yes,26/12/2015,-6,10,307
Lincocin 500 mg,Yes,27/12/2015,-14,15,308
Lincocin 500 mg,Yes,28/12/2015,-15,15,308
Lincocin 500 mg,Yes,29/12/2015,-15,0,293
Lincocin 500 mg,Yes,30/12/2015,-13,5,285
Lincocin 500 mg,Yes,31/12/2015,-2,15,298
Lormetazepam Sandoz 1 mg,No,1/01/2015,0,80,80
Lormetazepam Sandoz 1 mg,No,2/01/2015,-5,0,75
Lormetazepam Sandoz 1 mg,No,3/01/2015,-4,15,86
Lormetazepam Sandoz 1 mg,No,4/01/2015,-7,10,89
Lormetazepam Sandoz 1 mg,No,5/01/2015,-4,10,95
Lormetazepam Sandoz 1 mg,No,6/01/2015,-2,5,98
Lormetazepam Sandoz 1 mg,No,7/01/2015,-12,0,86
Lormetazepam Sandoz 1 mg,No,8/01/2015,-15,15,86
Lormetazepam Sandoz 1 mg,No,9/01/2015,-14,10,82
Lormetazepam Sandoz 1 mg,No,10/01/2015,-3,10,89
Lormetazepam Sandoz 1 mg,No,11/01/2015,0,5,94
Lormetazepam Sandoz 1 mg,No,12/01/2015,-14,10,90
Lormetazepam Sandoz 1 mg,No,13/01/2015,0,5,95
Lormetazepam Sandoz 1 mg,No,14/01/2015,-4,0,91
Lormetazepam Sandoz 1 mg,No,15/01/2015,-14,0,77
Lormetazepam Sandoz 1 mg,No,16/01/2015,-9,5,73
Lormetazepam Sandoz 1 mg,No,17/01/2015,0,15,88
Lormetazepam Sandoz 1 mg,No,18/01/2015,-5,15,98
Lormetazepam Sandoz 1 mg,No,19/01/2015,-6,15,107
Lormetazepam Sandoz 1 mg,No,20/01/2015,-2,10,115
Lormetazepam Sandoz 1 mg,No,21/01/2015,-15,15,115
Lormetazepam Sandoz 1 mg,No,22/01/2015,-5,0,110
Lormetazepam Sandoz 1 mg,No,23/01/2015,-10,5,105
Lormetazepam Sandoz 1 mg,No,24/01/2015,-9,10,106
Lormetazepam Sandoz 1 mg,No,25/01/2015,-2,15,119
Lormetazepam Sandoz 1 mg,No,26/01/2015,-9,5,115
Lormetazepam Sandoz 1 mg,No,27/01/2015,-11,10,114
Lormetazepam Sandoz 1 mg,No,28/01/2015,-10,15,119
Lormetazepam Sandoz 1 mg,No,29/01/2015,-13,5,111
Lormetazepam Sandoz 1 mg,No,30/01/2015,0,0,111
Lormetazepam Sandoz 1 mg,No,31/01/2015,-6,15,120
Lormetazepam Sandoz 1 mg,No,1/02/2015,-3,0,117
Lormetazepam Sandoz 1 mg,No,2/02/2015,-1,10,126
Lormetazepam Sandoz 1 mg,No,3/02/2015,-13,0,113
Lormetazepam Sandoz 1 mg,No,4/02/2015,-9,0,104
Lormetazepam Sandoz 1 mg,No,5/02/2015,-15,5,94
Lormetazepam Sandoz 1 mg,No,6/02/2015,-13,5,86
Lormetazepam Sandoz 1 mg,No,7/02/2015,-6,0,80
Lormetazepam Sandoz 1 mg,No,8/02/2015,-4,15,91
Lormetazepam Sandoz 1 mg,No,9/02/2015,-10,5,86
Lormetazepam Sandoz 1 mg,No,10/02/2015,0,10,96
Lormetazepam Sandoz 1 mg,No,11/02/2015,-1,0,95
Lormetazepam Sandoz 1 mg,No,12/02/2015,-3,10,102
Lormetazepam Sandoz 1 mg,No,13/02/2015,0,10,112
Lormetazepam Sandoz 1 mg,No,14/02/2015,-3,5,114
Lormetazepam Sandoz 1 mg,No,15/02/2015,-9,5,110
Lormetazepam Sandoz 1 mg,No,16/02/2015,0,0,110
Lormetazepam Sandoz 1 mg,No,17/02/2015,-1,0,109
Lormetazepam Sandoz 1 mg,No,18/02/2015,-12,0,97
Lormetazepam Sandoz 1 mg,No,19/02/2015,-4,15,108
Lormetazepam Sandoz 1 mg,No,20/02/2015,0,0,108
Lormetazepam Sandoz 1 mg,No,21/02/2015,-7,10,111
Lormetazepam Sandoz 1 mg,No,22/02/2015,-5,15,121
Lormetazepam Sandoz 1 mg,No,23/02/2015,-6,10,125
